0.36,0.44,-0.62,0.79,-0.33,-0.72,0.18,-0.69,-0.56,-0.22,0.51,-0.68,0.81,-0.69,-0.6,-0.65,0.94,-0.37,0.6,-0.46,-0.93,0.89,-0.02,0.13,-0.96,0.43,0.3,0.79,-0.94,-0.5,-0.18,-0.2,-0.12,0.83,-0.61,0.99,0.06,-0.52,-0.39,-0.88,0.43,-0.97,-0.05,-0.51,0.93,-0.81,-0.06,0.15,0.38,0.36,
0.22,-0.52,0.89,-0.77,-0.7,0.73,-0.18,-0.16,-0.32,-0.78,0.8,-0.96,-0.05,0.24,-0.19,0.04,-0.86,0.3,-0.72,0.37,0.09,-0.89,0.16,0.31,-0.68,-0.88,0.11,0.19,-0.06,-0.17,0.88,0.57,0.67,-0.86,-0.55,0.41,-0.43,-0.6,0.05,0.33,0.37,0.31,-0.71,-0.48,0.72,-0.12,-0.62,0.52,0.23,-0.18,
-0.97,0.83,-0.02,0.91,0.2,0.5,0.06,-0.16,-0.49,-0.87,0.52,0.57,0.06,-0.48,-0.33,-0.75,0.13,-0.28,-0.9,-0.81,-0.04,-0.44,-0.61,0.37,0.1,0.6,-0.09,0.23,0.5,0.63,0.16,1.0,0.93,0.64,0.81,-0.94,-0.88,0.11,0.47,-0.09,0.08,0.17,0.5,0.08,0.18,-0.14,-0.07,-0.68,0.71,-0.69,
-0.83,-0.05,-0.87,-0.78,0.3,0.4,0.14,-0.37,0.64,0.27,0.68,-0.3,-0.55,0.74,0.76,-0.33,0.39,-0.98,-0.89,0.5,-0.42,0.63,-0.09,-0.47,-0.92,-0.45,-0.31,0.15,0.92,0.79,-0.53,0.56,0.58,0.34,-0.84,0.07,-0.64,-0.02,0.71,-0.73,-0.72,-0.65,0.07,-0.86,-0.6,0.0,-0.92,0.62,0.84,0.56,
-0.16,0.3,-0.32,-0.73,0.2,-0.44,-0.62,0.53,-0.48,0.15,-0.02,0.59,-0.18,0.31,-0.29,-0.41,-0.77,-0.21,0.71,0.79,-0.02,0.38,0.37,-0.79,-0.44,0.43,0.83,-0.44,-0.01,0.16,0.76,0.92,-0.17,-0.52,-0.62,-0.7,0.04,-0.62,-0.36,-0.76,-0.49,-0.06,0.3,-0.09,-0.03,-0.59,0.48,0.07,-0.2,0.94,
0.12,-0.81,-0.38,0.48,0.1,-0.67,-0.24,-0.86,0.07,-0.59,0.25,0.99,0.74,0.71,-0.13,-0.81,-0.76,-0.9,0.25,0.1,-0.99,-0.49,0.98,0.82,-0.47,0.38,0.42,0.9,0.34,0.04,-0.32,0.04,0.41,0.11,-0.73,0.02,-0.13,-0.09,-0.69,-0.32,0.63,0.78,0.87,-0.35,-0.96,-0.6,-0.55,-0.7,0.7,0.09,
-0.89,0.44,0.19,0.78,0.52,0.59,-0.93,-0.59,0.97,0.74,-0.67,0.69,0.16,-0.85,0.07,0.4,-0.86,-0.14,0.26,0.55,-0.09,-0.44,0.24,0.77,-0.35,0.88,0.91,0.66,-0.83,-0.35,-0.34,0.17,0.54,-0.87,-0.18,0.55,-0.88,-0.91,0.7,0.18,-0.42,0.26,0.51,-0.21,-0.24,-0.49,-0.5,0.05,-0.49,-0.46,
0.9,-0.02,-0.2,-0.94,-0.84,0.36,0.96,0.33,-0.49,-0.51,-0.7,-0.04,-1.0,0.26,0.58,-0.95,-0.84,0.3,0.43,0.61,-0.69,-0.71,0.37,0.04,0.25,0.27,0.97,-0.19,-0.92,0.96,-0.32,0.88,-0.95,0.52,0.9,0.56,-0.38,0.1,0.51,-0.25,-0.52,0.79,0.93,-0.87,-0.1,0.07,-0.02,-0.33,-0.64,0.91,
0.94,-0.59,-0.98,0.35,0.98,0.52,0.81,0.29,-0.25,0.11,-0.4,-0.26,-0.86,-0.01,0.04,0.69,0.74,0.7,0.46,-0.69,0.65,0.27,0.71,-0.1,-0.5,0.91,-0.47,0.67,0.02,-0.57,-0.76,0.33,0.21,0.98,0.04,0.9,0.72,-0.92,0.51,0.52,-0.53,-0.86,-0.89,-0.43,0.02,-0.57,-0.35,0.67,-0.05,0.55,
-0.6,-0.99,-0.5,-0.34,-0.66,0.93,0.09,0.38,0.52,-0.25,-0.22,0.02,0.59,0.69,-0.17,-0.8,-0.75,0.58,0.86,0.55,0.43,0.29,-0.66,-0.29,-0.52,0.38,0.01,0.68,-0.11,-0.85,-0.12,0.93,-0.56,-0.5,-0.71,-0.01,-0.31,-0.19,0.64,0.83,-0.53,-0.56,-0.43,0.08,0.27,-0.09,0.32,0.66,0.46,-0.33,
-0.7,-0.1,0.87,-0.79,0.06,-0.5,0.28,-0.23,0.61,-0.61,-0.07,0.51,0.37,0.66,0.44,0.47,-0.59,0.78,-0.67,0.47,-0.26,-0.27,-0.44,-0.91,-0.32,-0.16,0.57,-0.97,0.16,-0.93,0.44,-0.9,0.03,-0.65,0.19,-1.0,-0.19,-0.68,-0.36,0.27,0.0,-0.29,-0.43,-0.16,-0.44,-0.02,-0.76,-0.55,-0.14,0.08,
-0.94,0.37,-0.7,0.78,-0.76,0.97,-0.06,0.4,0.7,0.1,0.54,-0.88,-0.48,0.93,-0.84,0.51,0.93,-0.47,0.04,0.66,0.52,0.39,0.18,-0.83,0.84,0.95,0.74,-0.02,-0.52,-0.09,-0.12,-0.02,-0.18,-0.83,0.02,0.14,-0.34,0.52,-0.29,0.79,0.99,0.02,0.56,-0.04,-0.72,-0.63,0.71,-0.88,-0.88,0.94,
0.86,0.39,-0.33,0.16,0.65,-0.72,0.36,-0.09,0.12,0.05,0.24,0.63,-0.2,0.65,-0.15,-0.33,-0.05,-1.0,0.39,-0.13,-0.32,0.5,0.99,-0.36,0.87,-0.51,-0.26,-0.56,0.37,-0.04,0.05,-0.57,-0.98,-0.56,-0.67,-0.72,0.68,-0.22,-0.65,-0.37,-0.35,0.48,-0.29,0.92,0.51,-0.23,-0.85,0.48,0.36,-0.16,
0.35,-0.07,-0.18,-0.86,-0.43,-0.13,0.26,0.59,-0.64,-0.9,-0.76,-0.23,-0.79,0.68,-0.33,0.39,-0.81,0.92,-0.96,-0.02,0.43,-0.1,0.99,0.1,0.03,0.24,-0.33,0.43,0.98,0.52,-0.07,0.01,0.61,0.54,0.16,0.86,-0.1,-0.87,0.97,1.0,-0.34,-0.13,0.82,-0.75,-0.99,0.43,0.63,-0.1,0.72,-0.44,
-0.82,0.61,0.56,0.8,-0.13,-0.05,0.32,0.31,0.9,0.08,0.94,0.76,0.69,0.9,-0.65,-0.24,0.1,0.64,0.81,0.77,-0.84,-0.33,-0.33,0.47,-0.81,0.06,0.5,0.25,0.52,0.14,0.68,0.48,-0.61,0.77,0.14,0.65,-0.44,-0.92,0.21,0.68,-0.65,-0.33,0.17,-0.54,-0.36,-0.23,0.36,0.83,0.17,-0.98,
-0.33,0.44,-0.83,-0.03,0.96,-0.7,0.33,-0.91,0.23,-0.77,0.21,-0.74,-0.88,0.19,-0.91,0.44,-0.49,0.57,0.77,0.68,0.97,0.39,-0.85,0.36,-0.37,0.9,-0.14,-0.19,-0.47,0.29,0.19,-0.95,0.26,0.23,-0.59,0.93,0.87,0.33,0.12,0.55,-0.59,-0.43,-0.27,0.07,-0.14,0.93,0.75,-0.3,-0.89,0.74,
0.67,-0.79,-0.36,-0.4,0.95,-0.24,-0.06,-0.02,-0.62,-0.19,-0.74,-0.91,0.23,0.54,-0.94,0.11,-0.99,0.36,-0.42,0.64,-0.97,0.64,-0.94,-0.21,0.54,-0.13,-0.25,0.76,-0.82,-0.22,0.93,-0.02,0.41,-0.17,-0.63,0.19,-0.74,0.33,-0.27,0.82,-0.01,0.63,0.66,-0.27,-0.35,-0.39,-0.13,-0.45,-0.1,-0.37,
-0.2,-0.99,0.81,-0.57,-0.06,0.92,0.62,-0.9,0.77,0.21,0.09,-0.36,0.3,-0.27,-0.48,0.89,-0.09,-0.91,0.68,0.54,-0.69,0.18,0.07,-0.01,0.76,0.01,0.17,-0.5,0.16,-0.69,-0.83,-0.11,-0.22,0.65,-0.8,0.38,-0.17,0.12,0.49,-0.55,-0.23,-0.58,0.81,0.66,-0.88,0.17,-0.07,0.52,0.66,-0.63,
-0.45,0.8,-0.61,-0.84,-0.44,0.98,-0.21,0.91,0.71,-0.33,-0.96,0.25,0.62,0.02,0.57,-0.87,-0.97,0.45,-0.66,0.33,0.5,0.81,0.42,-0.79,0.31,-0.41,0.19,-0.84,-0.6,0.07,-0.03,0.19,-0.29,0.94,-0.25,0.85,-0.64,0.6,0.71,0.32,-0.78,0.67,0.94,0.14,-0.55,0.82,0.92,0.37,-0.69,-0.3,
0.21,0.79,-0.83,-0.74,0.17,0.84,-0.22,0.47,0.62,0.16,-0.66,-0.29,-0.73,-0.02,0.5,-0.31,-0.5,0.72,0.41,0.45,0.81,-0.08,0.42,-0.78,0.07,0.6,0.22,-0.85,0.73,0.6,-0.68,-0.1,-0.04,-0.41,0.71,-0.53,-0.96,-0.09,0.27,0.34,-0.27,0.85,0.36,-0.99,0.41,-0.97,0.48,0.97,-0.21,-0.26,
-0.75,0.77,-0.09,-0.4,-0.27,-0.9,0.68,-0.89,-0.23,0.83,-0.68,-0.96,-0.66,-0.67,0.91,0.92,0.52,-0.31,0.84,-0.91,0.57,-0.02,0.24,0.75,-0.63,-0.36,0.64,0.09,-0.2,-0.84,0.8,-0.07,0.0,-0.8,-0.53,-0.32,-0.37,0.56,0.76,0.27,-0.53,0.18,-0.14,-0.01,-0.81,0.95,-0.08,0.67,0.6,-0.22,
0.51,0.2,-0.01,-0.2,-0.95,-0.68,-0.88,-0.56,0.78,0.37,-0.13,0.71,-0.62,-0.42,-0.23,0.22,-0.74,0.86,-0.86,-0.51,-0.55,-0.84,-0.95,-0.08,0.27,0.56,-0.77,-0.12,0.39,-0.21,-0.8,-0.84,0.76,-0.04,-0.77,0.15,0.3,0.32,-0.5,-0.84,0.24,0.52,0.08,-0.85,-0.53,0.29,-0.28,0.12,-0.03,0.48,
-0.74,-0.99,0.04,-0.01,-0.82,-0.66,0.2,-0.44,0.37,-0.29,0.4,0.63,-0.59,-0.26,0.57,0.78,-1.0,-0.43,0.54,-0.9,-0.28,0.71,-0.42,0.04,0.71,0.11,-0.92,0.24,0.35,0.01,0.63,0.2,-0.71,-0.19,-0.37,-0.99,0.78,-0.84,-0.3,-0.46,-0.32,-0.43,0.77,0.92,-0.39,-0.21,0.58,-0.03,-0.32,-0.34,
-0.45,-0.21,0.06,0.76,-0.1,0.7,-0.26,-0.01,0.42,0.82,0.45,-0.67,0.68,0.6,-0.37,0.99,0.03,-0.1,0.02,-0.19,-0.13,-0.46,-0.29,0.06,0.61,-0.91,-0.65,-0.27,-0.1,-0.78,0.2,0.91,-0.58,-0.65,-0.25,-0.68,0.11,0.26,-0.44,-0.86,0.33,-0.16,-0.48,-0.67,0.36,0.89,0.93,-0.84,-0.01,0.37,
0.46,0.22,-0.58,0.75,-0.95,0.68,0.59,0.41,0.37,0.66,-0.13,0.23,-0.82,0.9,-0.18,0.15,-0.85,0.94,-0.04,-0.43,-0.59,-0.99,-0.15,-0.29,0.11,0.82,0.65,-0.76,0.02,-0.2,-0.43,0.12,-0.32,-0.78,-0.04,0.6,0.27,-0.51,-0.67,0.6,0.4,-0.9,-0.38,-0.01,0.41,-0.83,-0.02,-0.67,-0.72,-0.28,
-0.86,-0.05,-0.15,0.53,0.1,0.84,-0.61,0.51,0.32,-0.44,0.05,0.85,-0.09,-0.88,-0.12,-0.79,-0.39,-0.95,0.31,0.59,0.2,0.61,-0.98,-0.53,-0.64,-0.22,-0.16,0.65,-0.08,0.28,-0.08,0.9,-0.07,0.39,-0.2,0.33,-0.78,0.01,0.33,0.68,0.34,0.51,0.95,0.7,0.04,-0.5,-0.93,-0.39,0.18,-0.17,
0.23,-0.89,0.92,0.94,-0.93,0.92,0.61,-0.22,-0.39,0.16,-0.09,0.15,-0.2,0.88,0.1,-0.58,0.28,0.54,0.2,0.98,-0.97,0.5,-0.44,-0.64,0.66,-0.76,0.52,0.77,-0.91,0.96,0.73,-0.12,0.78,0.39,-0.68,-0.91,-0.05,0.92,-0.35,-0.85,0.44,0.95,0.4,-0.21,-0.12,0.58,0.14,-0.43,-0.47,0.18,
0.94,-0.82,-0.9,0.05,0.36,0.32,0.29,-0.77,0.18,0.35,-0.67,-0.65,0.48,0.44,-0.96,0.84,-0.15,0.17,0.34,-0.61,0.62,0.42,0.51,-0.4,0.28,0.11,-0.65,0.3,-0.28,-0.82,0.08,0.16,-0.65,-0.66,-0.77,-0.52,-0.52,-0.42,-0.27,0.48,-0.75,-0.53,0.08,-0.46,0.87,0.74,0.39,-0.29,-0.09,-0.43,
-0.51,-0.25,-0.12,0.85,-0.42,-0.42,-0.25,-0.2,0.84,-0.04,-0.86,0.93,0.11,0.68,0.16,-0.38,-0.23,0.67,0.47,0.6,0.48,-0.71,0.86,-0.97,0.82,-0.25,0.2,-0.77,-1.0,-0.39,-0.66,0.35,-0.47,0.35,0.85,-0.45,0.89,-0.25,-0.02,0.11,0.63,-0.13,-0.69,0.27,-0.08,0.76,-0.38,-0.64,-0.44,0.22,
0.32,-0.58,0.83,-0.99,0.24,0.84,0.66,0.09,0.33,-0.21,0.4,0.4,-0.91,0.48,0.11,0.32,-0.26,0.04,0.46,0.21,0.79,-0.75,0.95,-0.48,0.33,-0.19,-0.82,0.1,-0.12,0.4,-0.98,-0.81,0.21,-0.74,-0.99,0.8,-0.81,-0.12,0.39,-0.94,-0.09,-0.8,-0.41,0.49,0.67,-0.13,-0.16,-0.85,0.93,0.5,
0.54,-0.39,0.07,0.22,0.91,0.77,0.97,-0.55,-0.47,-0.97,-0.51,-0.75,-0.25,-0.79,-0.32,0.41,-0.21,0.22,-0.37,-0.27,0.52,0.6,-0.9,-0.31,0.61,0.85,-0.3,-0.21,0.06,-0.67,-0.28,-0.31,0.87,-0.16,-0.89,-0.29,-0.78,0.51,-0.7,0.04,0.4,0.04,0.43,0.04,-0.17,-0.27,0.91,-0.69,-0.86,0.81,
0.58,-0.42,-0.22,0.96,0.81,-0.19,0.91,-0.56,0.51,-0.88,0.62,-0.89,-0.83,0.34,0.8,-0.22,0.61,-0.47,-0.95,-0.88,-0.4,-0.9,0.49,-0.37,-0.58,-0.8,-0.33,-0.42,0.28,-0.39,-0.09,0.94,-0.95,-0.09,-0.94,0.27,-0.69,-0.27,-0.77,0.19,0.36,-0.29,0.44,0.02,-0.81,0.24,-0.54,0.63,-0.23,-0.18,
-0.06,0.14,0.98,-0.14,-0.46,-0.79,0.64,0.88,-0.3,-0.82,-0.55,-0.35,-0.72,0.53,0.83,-0.89,0.81,0.52,-0.38,-0.98,0.71,-0.34,-0.19,0.96,-0.11,0.73,-0.67,0.22,-0.14,0.36,0.53,-0.65,0.97,-0.03,0.2,0.26,0.29,-0.46,0.42,-0.75,0.46,-0.59,0.26,0.26,0.64,0.28,-0.95,0.96,-0.94,-0.24,
0.79,0.42,-0.96,0.84,0.2,0.37,-0.84,0.94,-0.69,0.52,-0.61,-0.35,0.53,-0.79,-0.11,-0.62,-1.0,-0.86,0.32,-0.74,0.47,0.81,0.9,-0.98,-0.45,-0.38,0.12,-0.09,-0.36,-0.14,0.87,0.6,0.72,-0.79,0.99,-0.21,0.71,0.0,-0.75,-0.26,-0.27,-0.09,0.77,0.88,0.97,-0.27,0.46,-0.01,0.0,-0.15,
-0.1,0.61,0.11,-0.54,-0.67,-0.92,-0.21,-0.68,0.61,0.62,-0.73,-0.62,0.02,-0.13,0.74,-0.99,0.11,-0.84,-0.85,-0.83,-0.19,0.93,0.81,0.58,-0.6,-0.44,0.38,-0.1,0.59,-0.26,-0.39,-0.2,-1.0,-0.44,0.79,-0.39,0.11,0.65,0.75,-0.92,0.92,-0.58,0.16,-0.26,-0.89,-0.5,-0.96,0.41,0.99,0.75,
-0.83,0.68,-0.42,-0.88,0.15,0.46,0.32,-0.36,-0.39,0.71,-0.32,0.17,-0.31,-0.88,0.37,0.06,0.96,-0.79,-0.95,-0.17,0.78,0.51,-0.38,0.96,0.73,-0.9,0.06,0.72,-0.8,-0.63,0.79,0.32,0.97,0.42,-0.51,-0.38,0.56,0.98,-0.71,-0.67,-1.0,0.96,-0.6,-0.51,0.52,0.77,0.71,0.44,-0.65,0.59,
-0.13,-0.17,-0.16,-0.58,-0.51,-0.12,-0.45,0.77,0.45,0.91,0.48,0.05,0.62,0.35,0.87,0.17,-0.98,-0.52,0.35,-0.54,0.03,-0.01,0.29,-0.61,0.8,-0.2,-0.04,0.19,-0.65,0.97,-0.29,-0.12,0.05,-0.15,0.42,-0.61,-0.58,-0.42,-0.1,0.6,0.51,-0.24,0.34,0.98,-0.27,0.83,-0.37,0.22,-0.79,-0.05,
0.21,0.9,0.03,-0.14,-0.71,-0.08,-0.08,-0.0,0.03,-0.8,-0.04,-0.73,-0.85,-0.58,-0.05,0.72,-0.07,-0.22,-0.41,-0.3,-0.96,-0.76,0.0,-0.43,0.81,-0.63,-0.24,0.75,-0.92,-0.23,0.55,0.59,0.62,-0.27,-0.48,-0.58,0.07,-0.52,0.93,-0.31,0.88,-0.35,-0.45,0.48,-0.38,0.73,0.24,0.18,-0.26,-0.61,
-0.03,-0.62,-0.26,0.58,0.51,0.91,0.73,0.28,0.59,-0.81,-0.36,0.13,0.25,-0.38,-0.54,-0.77,-0.98,0.83,0.18,-0.95,0.69,-0.04,-0.38,-0.72,0.74,-0.43,0.38,-0.55,0.11,0.99,0.26,0.67,0.38,-0.13,-0.36,-0.94,-0.65,0.05,-0.38,-0.65,-0.15,0.95,-0.09,0.73,0.22,-0.51,-0.05,0.22,0.47,-0.93,
0.55,0.76,0.11,0.14,-0.47,-0.11,0.5,-0.19,-0.17,0.21,0.31,-0.89,-0.66,-0.84,0.84,0.33,-0.91,0.18,0.38,-0.87,0.62,0.07,0.61,0.12,0.7,-0.0,0.98,-0.23,0.03,-0.37,0.87,0.92,0.1,0.82,0.02,0.09,-0.51,-0.57,0.57,-0.83,-0.05,-0.53,-0.95,-0.76,-0.4,0.67,0.54,-0.17,-0.34,-0.47,
-0.86,0.54,0.84,-0.02,0.46,0.45,-0.5,0.78,0.83,-0.72,-0.12,-0.26,-0.17,0.85,0.34,-0.85,-0.15,-0.15,-0.96,0.39,-0.71,0.24,-0.78,-0.4,-0.94,-0.41,0.02,-0.01,-0.91,-0.99,0.66,-0.01,-0.02,0.15,-0.3,-0.52,0.91,-0.48,0.92,0.02,-0.21,-0.22,-0.21,0.36,0.25,-0.63,0.48,0.25,0.58,-0.3,
0.19,0.98,-0.53,-0.5,0.07,-0.44,0.88,0.03,0.67,-0.07,-0.79,-0.23,-0.56,0.2,-0.05,0.23,0.73,0.43,-0.96,-0.93,-0.56,0.7,0.87,-0.5,-0.29,-0.35,0.41,0.73,-0.77,0.76,-0.2,-0.97,0.92,0.73,0.13,0.92,0.83,-0.04,0.75,0.29,-0.87,1.0,-0.5,-0.75,-0.78,-0.42,0.44,-0.48,-0.24,0.97,
-0.22,0.79,-0.65,0.95,-0.88,0.61,0.1,0.65,0.54,-0.28,-0.69,-0.84,0.25,0.37,0.71,-0.59,-0.56,-0.44,-0.4,0.92,-0.13,-0.05,0.13,0.58,0.68,0.61,0.75,0.35,0.58,-0.09,-0.35,0.55,-0.53,-0.05,-0.72,-0.79,0.94,0.59,0.07,-0.44,-0.22,-0.1,-0.91,-0.43,0.19,-0.11,-0.36,0.36,0.05,-0.59,
0.24,0.64,-0.62,0.03,0.32,-0.8,-0.33,0.48,0.07,-0.75,0.89,0.56,0.72,0.75,0.66,-0.3,-0.57,0.27,-0.04,1.0,0.33,0.78,-0.77,-0.97,0.5,-0.47,0.16,-0.98,0.5,-0.44,0.03,0.65,0.52,0.25,0.43,-0.2,0.15,-0.96,-0.88,-0.64,-0.53,0.16,-0.23,0.23,0.59,-0.44,0.49,-0.47,0.7,-0.13,
-0.01,0.16,0.46,-0.62,0.15,0.86,0.78,-0.93,-0.97,0.65,-0.15,0.71,0.41,0.13,0.55,-0.53,-0.73,0.19,-0.37,-0.8,0.97,0.08,0.54,0.56,-0.44,-0.45,0.16,0.5,0.8,0.86,-0.68,-0.33,-0.52,-0.19,0.17,-0.2,-0.97,0.9,-0.95,0.3,0.33,-0.85,-0.01,0.61,0.62,-0.78,0.63,-0.69,0.77,-0.92,
0.51,0.58,0.72,-0.52,0.79,-0.83,0.92,-0.36,-0.61,-0.39,-0.22,-0.92,-0.65,-0.34,-0.91,0.94,-0.67,0.32,-0.33,-0.68,0.81,-0.75,0.55,-0.96,-0.72,0.17,-0.7,-0.1,-0.7,-0.39,0.21,0.78,0.32,0.55,-0.37,-0.19,-0.18,0.51,0.34,-0.13,0.62,0.16,-0.96,0.76,-0.15,0.62,-0.49,-0.02,-0.99,-0.82,
0.98,0.74,0.36,0.66,-0.58,-0.84,-0.38,0.53,-0.82,0.26,-0.31,-0.21,0.03,0.33,0.08,0.54,-0.88,-0.2,0.83,0.72,-0.78,-0.21,-0.79,-0.73,-0.88,0.77,-0.99,-0.64,0.2,1.0,-0.27,0.82,-0.97,0.3,-0.9,0.77,0.98,0.37,-0.57,0.26,-0.62,-0.98,0.37,-0.47,-0.43,0.2,0.84,-0.28,0.68,-0.03,
-0.53,-0.13,-0.32,0.97,-0.27,0.07,-0.19,0.69,-0.9,-0.81,0.96,-0.37,-0.23,-0.77,0.59,-0.05,0.13,-0.42,-0.18,0.24,-0.81,-0.17,0.71,-0.62,0.11,0.57,0.37,0.84,-0.14,-0.1,0.33,-0.37,0.2,-0.75,0.06,0.8,0.77,0.97,0.93,-0.21,-0.88,-0.11,0.12,0.77,0.3,-0.34,-0.77,0.43,-0.42,-0.17,
-0.69,0.4,-0.95,-0.21,-0.69,0.48,0.62,0.03,0.03,0.81,-0.29,-0.81,-0.83,-0.48,0.23,0.9,-0.67,0.94,0.24,-0.17,-0.59,-0.71,0.05,-0.66,0.62,-0.25,0.11,-0.48,-0.09,-0.51,0.59,-0.2,-0.58,-0.43,0.26,-0.54,-0.16,-0.57,-0.04,0.95,-0.87,-0.45,-0.54,-0.55,0.23,-0.9,-0.96,0.4,0.61,-0.18,
0.44,-0.8,0.6,-0.84,-0.73,-0.1,-0.95,-0.09,-0.13,-0.96,0.99,0.22,-0.61,0.3,0.59,-0.22,-0.64,0.27,-0.24,0.11,0.07,0.1,0.87,0.5,-0.62,-0.25,-0.34,-0.84,0.07,0.35,0.52,0.02,-0.86,0.76,0.92,-0.03,-0.85,-0.99,-0.82,-0.11,0.17,0.94,-0.46,-0.05,0.36,0.38,0.76,0.19,-0.06,-0.2,
-0.6,-0.54,0.33,1.0,0.41,-0.34,0.16,-0.38,-0.04,-0.96,0.4,0.34,-0.69,-0.62,0.29,-0.86,-0.82,-0.77,-0.62,-0.46,-0.15,0.97,-0.85,0.95,0.89,0.69,0.58,-0.85,-0.39,0.58,-0.64,-0.87,0.72,0.03,-0.94,0.91,0.58,0.89,0.7,-0.43,0.96,0.59,0.88,-0.68,0.78,0.51,-0.84,-0.02,-0.03,0.2,
